CAS_No,EC_No,Substance_Name,MLC132_Entry,MLC132_Status_by_ROW,MLC132_Details,Policy Specific Requirements,Consider_Specific_Details
74472-43-8,,"2,3,3’,4,5’,6-hexachlorobiphenyl Congener",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
74472-44-9,,"2,3,3’,4’,5,6-hexachlorobiphenyl Congener",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
74472-45-0,,"2,3,3’,4’,5’,6-hexachlorobiphenyl Congener",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
74472-46-1,,"2,3,3’,5,5’,6-hexachlorobiphenyl Congener",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
74472-47-2,,"2,2’,3,4,4’,5,6-heptachlorobiphenyl Congener ",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
74472-48-3,,"2,2’,3,4,4’,6,6’-heptachlorobiphenyl Congener",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
74472-49-4,,"2,2’,3,4,5,6,6’-heptachlorobiphenyl Congener",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
74472-50-7,,"2,3,3’,4,4’,5’,6-heptachlorobiphenyl Congener",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
74472-51-8,,"2,3,3’,4,5,5’,6-heptachlorobiphenyl Congener",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
74472-52-9,,"2,2’,3,4,4’,5,6,6’-octachlorobiphenyl Congener",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
74472-53-0,,"2,3,3’,4,4’,5,5’,6-octachlorobiphenyl Congener",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
74487-85-7,,"2,2’,3,4’,5,6,6’-heptachlorobiphenyl Congener",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
76842-07-4,,"2,3,3’,4’,5-pentachlorobiphenyl Congener",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
90454-18-5,,"Dichloro-1,1,2-trifluoroethane",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
